Type,Label,Amount,Direction,OpenPrice,Profit/Loss in pips,OpenDate,CloseDate,Comments,A_Global (アカウントがグローバル・アカウントの場合にtrue),A_CreditLine (取引可能額。値は約5秒間隔で更新されている。),A_Currency (アカウントの通貨設定),A_Equity (純資産額。値は約5秒間隔で更新されている。),A_Leverage (レバレッジ設定),A_MarginCutLevel (マージンカットレベル。このレベルを超過するとマージンカット(ロスカット)。),A_OverWeekEndLeverage (ウィークエンド・レバレッジ・レベル。このレベルを超過するとマージンカット(ロスカット)。),A_UseOfLeverage (証拠金使用率。値は約5秒間隔で更新されている。),A_Balance
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041617_171,0.01,BUY,90.3472,6.3,2010/02/24 00:30:00 000,2010/03/06 00:29:59 999,2010/02/24 00:00:00 000 RSI : 24.581702713092003,false,9902755.0,JPY,108062.27,100.0,200,80,8.36,108534.27
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041623_294,0.01,SELL,90.515,0.0,,,2010/03/08 08:00:00 000 RSI : 70.7648963343848,false,1.091189E7,JPY,109118.9,100.0,200,80,0.0,109118.9
ORDER_FILL_OK (注文が約定した後に送られます),Sell_20111211_041623_294,0.01,SELL,90.515,-2.0,2010/03/08 08:30:00 000,,2010/03/08 08:00:00 000 RSI : 70.7648963343848,false,1.091189E7,JPY,109118.9,100.0,200,80,0.0,109118.9
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Sell_20111211_041623_294,0.01,SELL,90.515,13.5,2010/03/08 08:30:00 000,2010/03/08 09:59:59 999,2010/03/08 08:00:00 000 RSI : 70.7648963343848,false,1.0027397E7,JPY,109325.47,100.0,200,80,8.28,109118.9
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041624_016,0.01,BUY,89.995,0.0,,,2010/03/09 11:00:00 000 RSI : 29.826984468881374,false,1.1038222E7,JPY,110382.22,100.0,200,80,0.0,110382.22
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041624_016,0.01,BUY,89.995,-2.0,2010/03/09 11:30:00 000,,2010/03/09 11:00:00 000 RSI : 29.826984468881374,false,1.1038222E7,JPY,110382.22,100.0,200,80,0.0,110382.22
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041624_016,0.01,BUY,89.995,5.0,2010/03/09 11:30:00 000,2010/03/09 17:29:59 999,2010/03/09 11:00:00 000 RSI : 29.826984468881374,false,1.0063955E7,JPY,109639.05,100.0,200,80,8.21,110382.22
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041624_816,0.01,SELL,90.44,0.0,,,2010/03/10 19:30:00 000 RSI : 72.22758078768501,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041624_816,0.01,SELL,90.44,0.0,,2010/03/10 20:00:00 000,2010/03/10 19:30:00 000 RSI : 72.22758078768501,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041624_866,0.01,SELL,90.47,0.0,,,2010/03/10 22:00:00 000 RSI : 70.48938142302845,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041624_866,0.01,SELL,90.47,0.0,,2010/03/10 22:30:00 000,2010/03/10 22:00:00 000 RSI : 70.48938142302845,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041624_886,0.01,SELL,90.58,0.0,,,2010/03/10 23:00:00 000 RSI : 70.91654018341733,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041624_886,0.01,SELL,90.58,0.0,,2010/03/10 23:30:00 000,2010/03/10 23:00:00 000 RSI : 70.91654018341733,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041624_936,0.01,SELL,90.66,0.0,,,2010/03/11 01:00:00 000 RSI : 70.25630058864624,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041624_936,0.01,SELL,90.66,0.0,,2010/03/11 01:30:00 000,2010/03/11 01:00:00 000 RSI : 70.25630058864624,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041626_014,0.01,BUY,90.305,0.0,,,2010/03/12 18:30:00 000 RSI : 27.84484048684189,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041626_014,0.01,BUY,90.305,-2.0,2010/03/12 19:00:00 000,,2010/03/12 18:30:00 000 RSI : 27.84484048684189,false,1.1079584E7,JPY,110795.84,100.0,200,80,0.0,110795.84
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041626_014,0.01,BUY,90.305,9.0,2010/03/12 19:00:00 000,2010/03/12 20:29:59 999,2010/03/12 18:30:00 000 RSI : 27.84484048684189,false,1.0192198E7,JPY,110952.48,100.0,200,80,8.14,110795.84
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041626_143,0.01,SELL,90.945,0.0,,,2010/03/12 22:30:00 000 RSI : 70.93872256855461,false,1.1160894E7,JPY,111608.94,100.0,200,80,0.0,110795.84
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041626_143,0.01,SELL,90.945,0.0,,2010/03/12 23:00:00 000,2010/03/12 22:30:00 000 RSI : 70.93872256855461,false,1.1160894E7,JPY,111608.94,100.0,200,80,0.0,110795.84
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041627_430,0.01,BUY,90.26,0.0,,,2010/03/16 09:00:00 000 RSI : 26.21513688599833,false,1.11609E7,JPY,111609.0,100.0,200,80,0.0,111609.0
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041627_430,0.01,BUY,90.26,-2.0,2010/03/16 09:30:00 000,,2010/03/16 09:00:00 000 RSI : 26.21513688599833,false,1.11609E7,JPY,111609.0,100.0,200,80,0.0,111609.0
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041627_430,0.01,BUY,90.26,16.0,2010/03/16 09:30:00 000,2010/03/16 17:29:59 999,2010/03/16 09:00:00 000 RSI : 26.21513688599833,false,1.0268966E7,JPY,111715.66,100.0,200,80,8.08,111609.0
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041627_656,0.01,SELL,90.625,0.0,,,2010/03/16 19:30:00 000 RSI : 70.54166012445073,false,1.1312203E7,JPY,113122.03,100.0,200,80,0.0,111609.0
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041627_656,0.01,SELL,90.625,0.0,,2010/03/16 20:00:00 000,2010/03/16 19:30:00 000 RSI : 70.54166012445073,false,1.1312203E7,JPY,113122.03,100.0,200,80,0.0,111609.0
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041628_850,0.01,SELL,90.65,0.0,,,2010/03/19 00:00:00 000 RSI : 72.22332530945941,false,1.1312231E7,JPY,113122.31,100.0,200,80,0.0,113122.31
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041628_850,0.01,SELL,90.65,0.0,,2010/03/19 00:30:00 000,2010/03/19 00:00:00 000 RSI : 72.22332530945941,false,1.1312231E7,JPY,113122.31,100.0,200,80,0.0,113122.31
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041630_538,0.01,BUY,90.005,0.0,,,2010/03/22 22:00:00 000 RSI : 25.232097999636576,false,1.1312231E7,JPY,113122.31,100.0,200,80,0.0,113122.31
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041630_538,0.01,BUY,90.005,-2.0,2010/03/22 22:30:00 000,,2010/03/22 22:00:00 000 RSI : 25.232097999636576,false,1.1312231E7,JPY,113122.31,100.0,200,80,0.0,113122.31
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041630_538,0.01,BUY,90.005,5.5,2010/03/22 22:30:00 000,2010/03/22 22:59:59 999,2010/03/22 22:00:00 000 RSI : 25.232097999636576,false,1.0387861E7,JPY,112879.11,100.0,200,80,7.97,113122.31
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041631_583,0.01,SELL,90.82,0.0,,,2010/03/24 17:00:00 000 RSI : 74.96612472581856,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041631_583,0.01,SELL,90.82,0.0,,2010/03/24 17:30:00 000,2010/03/24 17:00:00 000 RSI : 74.96612472581856,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041632_413,0.01,SELL,92.415,0.0,,,2010/03/25 22:00:00 000 RSI : 72.62847406868332,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041632_413,0.01,SELL,92.415,0.0,,2010/03/25 22:30:00 000,2010/03/25 22:00:00 000 RSI : 72.62847406868332,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041632_474,0.01,SELL,92.505,0.0,,,2010/03/26 00:00:00 000 RSI : 71.21167097123998,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041632_474,0.01,SELL,92.505,0.0,,2010/03/26 00:30:00 000,2010/03/26 00:00:00 000 RSI : 71.21167097123998,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041632_566,0.01,SELL,92.78,0.0,,,2010/03/26 03:30:00 000 RSI : 71.1862842472832,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041632_566,0.01,SELL,92.78,0.0,,2010/03/26 04:00:00 000,2010/03/26 03:30:00 000 RSI : 71.1862842472832,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041634_234,0.01,BUY,92.18,0.0,,,2010/03/30 09:00:00 000 RSI : 28.42249429983007,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041634_234,0.01,BUY,92.18,-2.0,2010/03/30 09:30:00 000,,2010/03/30 09:00:00 000 RSI : 28.42249429983007,false,1.1358578E7,JPY,113585.78,100.0,200,80,0.0,113585.78
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041634_234,0.01,BUY,92.18,13.0,2010/03/30 09:30:00 000,2010/03/30 10:29:59 999,2010/03/30 09:00:00 000 RSI : 28.42249429983007,false,1.0417354E7,JPY,113391.54,100.0,200,80,8.13,113585.78
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041634_573,0.01,SELL,92.91,0.0,,,2010/03/30 23:00:00 000 RSI : 70.44915730215988,false,1.1479752E7,JPY,114797.52,100.0,200,80,0.0,113585.78
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041634_573,0.01,SELL,92.91,0.0,,2010/03/30 23:30:00 000,2010/03/30 23:00:00 000 RSI : 70.44915730215988,false,1.1479752E7,JPY,114797.52,100.0,200,80,0.0,113585.78
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041634_868,0.01,SELL,93.31,0.0,,,2010/03/31 10:00:00 000 RSI : 74.00423974201554,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041634_868,0.01,SELL,93.31,0.0,,2010/03/31 10:30:00 000,2010/03/31 10:00:00 000 RSI : 74.00423974201554,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041634_888,0.01,SELL,93.275,0.0,,,2010/03/31 11:00:00 000 RSI : 70.532243934043,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041634_888,0.01,SELL,93.275,0.0,,2010/03/31 11:30:00 000,2010/03/31 11:00:00 000 RSI : 70.532243934043,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041634_910,0.01,SELL,93.32,0.0,,,2010/03/31 12:00:00 000 RSI : 70.59708259788202,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041634_910,0.01,SELL,93.32,0.0,,2010/03/31 12:30:00 000,2010/03/31 12:00:00 000 RSI : 70.59708259788202,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041636_307,0.01,SELL,94.47,0.0,,,2010/04/02 21:30:00 000 RSI : 78.75661787286796,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041636_307,0.01,SELL,94.47,0.0,,2010/04/02 22:00:00 000,2010/04/02 21:30:00 000 RSI : 78.75661787286796,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041636_414,0.01,SELL,94.565,0.0,,,2010/04/03 01:30:00 000 RSI : 70.74222499518977,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041636_414,0.01,SELL,94.565,0.0,,2010/04/03 02:00:00 000,2010/04/03 01:30:00 000 RSI : 70.74222499518977,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041636_478,0.01,SELL,94.6,0.0,,,2010/04/03 05:00:00 000 RSI : 70.7027235493229,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_FILL_OK (注文が約定した後に送られます),Sell_20111211_041636_478,0.01,SELL,94.6,-2.0,2010/04/03 05:30:00 000,,2010/04/03 05:00:00 000 RSI : 70.7027235493229,false,1.1479765E7,JPY,114797.65,100.0,200,80,0.0,114797.65
ORDER_CHANGED_OK (注文の変更が完了した後に送られます),Sell_20111211_041636_478,0.01,SELL,94.599,-3.6,2010/04/03 05:30:00 000,,2010/04/03 05:00:00 000 RSI : 70.7027235493229,false,1.0494223E7,JPY,114402.23,100.0,200,80,8.27,114752.23
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Sell_20111211_041636_478,0.01,SELL,94.599,5.9,2010/04/03 05:30:00 000,2010/04/05 08:59:59 999,2010/04/03 05:00:00 000 RSI : 70.7027235493229,false,1.0553233E7,JPY,114992.23,100.0,200,80,8.23,114752.23
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041637_649,0.01,BUY,93.985,0.0,,,2010/04/06 13:00:00 000 RSI : 29.258191978998806,false,1.1529693E7,JPY,115296.93,100.0,200,80,0.0,115296.93
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041637_649,0.01,BUY,93.985,-2.0,2010/04/06 13:30:00 000,,2010/04/06 13:00:00 000 RSI : 29.258191978998806,false,1.1529693E7,JPY,115296.93,100.0,200,80,0.0,115296.93
ORDER_CHANGED_OK (注文の変更が完了した後に送られます),Buy_20111211_041637_649,0.01,BUY,93.9856,-20.6,2010/04/06 13:30:00 000,,2010/04/06 13:00:00 000 RSI : 29.258191978998806,false,1.0380341E7,JPY,113201.91,100.0,200,80,8.3,115251.91
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041637_649,0.01,BUY,93.9856,20.4,2010/04/06 13:30:00 000,2010/04/07 11:29:59 999,2010/04/06 13:00:00 000 RSI : 29.258191978998806,false,1.0609735E7,JPY,115495.91,100.0,200,80,8.14,115251.91
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041638_433,0.01,BUY,93.315,0.0,,,2010/04/08 02:30:00 000 RSI : 26.990571401704077,false,1.1725102E7,JPY,117251.02,100.0,200,80,0.0,115251.91
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041638_433,0.01,BUY,93.315,-2.0,2010/04/08 03:00:00 000,,2010/04/08 02:30:00 000 RSI : 26.990571401704077,false,1.1725102E7,JPY,117251.02,100.0,200,80,0.0,115251.91
ORDER_CHANGED_OK (注文の変更が完了した後に送られます),Buy_20111211_041638_433,0.01,BUY,93.3168,3.3,2010/04/08 03:00:00 000,,2010/04/08 02:30:00 000 RSI : 26.990571401704077,false,1.0822478E7,JPY,117556.28,100.0,200,80,7.94,117206.28
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041638_433,0.01,BUY,93.3168,7.3,2010/04/08 03:00:00 000,2010/04/09 02:59:59 999,2010/04/08 02:30:00 000 RSI : 26.990571401704077,false,1.079566E7,JPY,117288.28,100.0,200,80,7.96,117206.28
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041639_137,0.01,SELL,93.6,0.0,,,2010/04/09 09:30:00 000 RSI : 72.19412127800635,false,1.1789346E7,JPY,117893.46,100.0,200,80,0.0,117893.46
ORDER_FILL_REJECTED (注文の約定がサーバ側で拒否された場合に送られます),Sell_20111211_041639_137,0.01,SELL,93.6,0.0,,2010/04/09 10:00:00 000,2010/04/09 09:30:00 000 RSI : 72.19412127800635,false,1.1789346E7,JPY,117893.46,100.0,200,80,0.0,117893.46
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041640_610,0.01,BUY,92.93,0.0,,,2010/04/13 09:00:00 000 RSI : 28.541247467608077,false,1.1789346E7,JPY,117893.46,100.0,200,80,0.0,117893.46
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041640_610,0.01,BUY,92.93,-2.0,2010/04/13 09:30:00 000,,2010/04/13 09:00:00 000 RSI : 28.541247467608077,false,1.1789346E7,JPY,117893.46,100.0,200,80,0.0,117893.46
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041640_610,0.01,BUY,92.93,20.0,2010/04/13 09:30:00 000,2010/04/13 16:29:59 999,2010/04/13 09:00:00 000 RSI : 28.541247467608077,false,1.0680593E7,JPY,116098.93,100.0,200,80,8.0,117893.46
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041641_381,0.01,BUY,93.025,0.0,,,2010/04/15 00:30:00 000 RSI : 29.6199233324987,false,1.1980399E7,JPY,119803.99,100.0,200,80,0.0,119803.99
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041641_381,0.01,BUY,93.025,-2.0,2010/04/15 01:00:00 000,,2010/04/15 00:30:00 000 RSI : 29.6199233324987,false,1.1980399E7,JPY,119803.99,100.0,200,80,0.0,119803.99
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041641_381,0.01,BUY,93.025,8.5,2010/04/15 01:00:00 000,2010/04/15 01:29:59 999,2010/04/15 00:30:00 000 RSI : 29.6199233324987,false,1.1025684E7,JPY,119559.34,100.0,200,80,7.78,119803.99
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041641_826,0.01,BUY,92.995,0.0,,,2010/04/15 17:30:00 000 RSI : 29.85358848531916,false,1.2056449E7,JPY,120564.49,100.0,200,80,0.0,120564.49
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041641_826,0.01,BUY,92.995,-2.0,2010/04/15 18:00:00 000,,2010/04/15 17:30:00 000 RSI : 29.85358848531916,false,1.2056449E7,JPY,120564.49,100.0,200,80,0.0,120564.49
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041641_826,0.01,BUY,92.995,7.0,2010/04/15 18:00:00 000,2010/04/15 18:29:59 999,2010/04/15 17:30:00 000 RSI : 29.85358848531916,false,1.1102036E7,JPY,120319.86,100.0,200,80,7.73,120564.49
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041642_207,0.01,BUY,92.695,0.0,,,2010/04/16 11:00:00 000 RSI : 29.125725315982372,false,1.2117518E7,JPY,121175.18,100.0,200,80,0.0,121175.18
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041642_207,0.01,BUY,92.695,-2.0,2010/04/16 11:30:00 000,,2010/04/16 11:00:00 000 RSI : 29.125725315982372,false,1.2117518E7,JPY,121175.18,100.0,200,80,0.0,121175.18
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041642_207,0.01,BUY,92.695,5.0,2010/04/16 11:30:00 000,2010/04/16 14:29:59 999,2010/04/16 11:00:00 000 RSI : 29.125725315982372,false,1.1231116E7,JPY,121580.66,100.0,200,80,7.62,121175.18
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Buy_20111211_041642_443,0.01,BUY,92.25,0.0,,,2010/04/16 23:30:00 000 RSI : 28.465241572169358,false,1.2158644E7,JPY,121586.44,100.0,200,80,0.0,121175.18
ORDER_FILL_OK (注文が約定した後に送られます),Buy_20111211_041642_443,0.01,BUY,92.25,-2.0,2010/04/17 00:00:00 000,,2010/04/16 23:30:00 000 RSI : 28.465241572169358,false,1.2158644E7,JPY,121586.44,100.0,200,80,0.0,121175.18
ORDER_CHANGED_OK (注文の変更が完了した後に送られます),Buy_20111211_041642_443,0.01,BUY,92.2506,-7.6,2010/04/17 00:00:00 000,,2010/04/16 23:30:00 000 RSI : 28.465241572169358,false,1.1156651E7,JPY,120791.51,100.0,200,80,7.64,121541.51
ORDER_CLOSE_OK (注文の決済が完了した後に送られます),Buy_20111211_041642_443,0.01,BUY,92.2506,5.4,2010/04/17 00:00:00 000,2010/04/20 01:59:59 999,2010/04/16 23:30:00 000 RSI : 28.465241572169358,false,1.1276045E7,JPY,121985.51,100.0,200,80,7.56,121541.51
ORDER_SUBMIT_OK (注文がサーバ側で受け付けた後に送られます),Sell_20111211_041643_909,0.01,SELL,92.63,0.0,,,2010/04/20 10:00:00 000 RSI : 71.14965867587841,false,1.2204116E7,JPY,122041.16,100.0,200,80,0.0,122041.16
